--------- beginning of main
07-12 19:34:04.964 12363 12363 I zygote  : Late-enabling -Xcheck:jni
--------- beginning of system
07-12 19:34:05.093 12363 12363 I ActivityThread: handleStopService: token=android.os.BinderProxy@aa15cae not found.
07-12 19:34:05.100 12363 12363 I TransferService: Starting Transfer Service to listen for network connectivity changes.
07-12 19:34:05.102 12363 12363 W LogFactory: Truncating log tag length as it exceed 23, the limit imposed by Android on certain API Levels
07-12 19:34:05.129 12363 12363 I TransferService: Registering the network receiver
07-12 19:34:05.133 12363 12363 I TransferService: Moving the service out of the Foreground state.
07-12 19:34:05.134 12363 12363 I TransferService: De-registering the network receiver.
07-12 19:34:22.673 12363 12363 I zygote  : Rejecting re-init on previously-failed class java.lang.Class<androidx.core.view.ViewCompat$2>: java.lang.NoClassDefFoundError: Failed resolution of: Landroid/view/View$OnUnhandledKeyEventListener;
07-12 19:37:37.517 12363 12708 I mobile-ffmpeg: (eng)
07-12 19:37:37.517 12363 12708 I mobile-ffmpeg: : Video: h264 (avc1 / 0x31637661), yuvj420p(pc, bt709), 1280x720, 8398 kb/s
07-12 19:37:37.519 12363 12708 I mobile-ffmpeg: , 
07-12 19:37:37.519 12363 12708 I mobile-ffmpeg: 29.97 fps, 
07-12 19:37:37.519 12363 12708 I mobile-ffmpeg: 29.97 tbr, 
07-12 19:37:37.519 12363 12708 I mobile-ffmpeg: 1k tbn, 
07-12 19:37:37.519 12363 12708 I mobile-ffmpeg: 2k tbc
07-12 19:37:37.519 12363 12708 I mobile-ffmpeg:  (default)
07-12 19:37:37.519 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.520 12363 12708 I mobile-ffmpeg:     Metadata:
07-12 19:37:37.520 12363 12708 I mobile-ffmpeg:       creation_time   : 
07-12 19:37:37.520 12363 12708 I mobile-ffmpeg: 2020-03-12T04:10:43.000000Z
07-12 19:37:37.520 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.520 12363 12708 I mobile-ffmpeg:       handler_name    : 
07-12 19:37:37.520 12363 12708 I mobile-ffmpeg: PittaSoft Video Media Handler
07-12 19:37:37.520 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.521 12363 12708 I mobile-ffmpeg:     Stream #0:1
07-12 19:37:37.521 12363 12708 I mobile-ffmpeg: (eng)
07-12 19:37:37.521 12363 12708 I mobile-ffmpeg: : Audio: aac (mp4a / 0x6134706D), 16000 Hz, stereo, fltp, 47 kb/s
07-12 19:37:37.521 12363 12708 I mobile-ffmpeg:  (default)
07-12 19:37:37.521 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.521 12363 12708 I mobile-ffmpeg:     Metadata:
07-12 19:37:37.521 12363 12708 I mobile-ffmpeg:       creation_time   : 
07-12 19:37:37.522 12363 12708 I mobile-ffmpeg: 2020-03-12T04:10:43.000000Z
07-12 19:37:37.522 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.522 12363 12708 I mobile-ffmpeg:       handler_name    : 
07-12 19:37:37.522 12363 12708 I mobile-ffmpeg: PittaSoft Sound Media Handler
07-12 19:37:37.522 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.541 12363 12654 V FileManager: External storage is readable
07-12 19:37:37.542 12363 12654 V FileManager: Created new directory: /storage/emulated/0/Movies/segment/20200312_150944
07-12 19:37:37.542 12363 12654 V FfmpegTools: Splitting /storage/emulated/0/Movies/raw/20200312_150944.mp4 with 16s long segments
07-12 19:37:37.543 12363 12654 I FfmpegTools: Running ffmpeg with:
07-12 19:37:37.543 12363 12654 I FfmpegTools:   -y -i /storage/emulated/0/Movies/raw/20200312_150944.mp4 -map 0 -c copy -f segment -reset_timestamps 1 -segment_time 16 /storage/emulated/0/Movies/segment/20200312_150944/20200312_150944!%03d.mp4
07-12 19:37:37.559 12363 12708 W mobile-ffmpeg: [mov,mp4,m4a,3gp,3g2,mj2 @ 0x93e85a00] Found duplicated MOOV Atom. Skipped it
07-12 19:37:37.624 12363 12708 I mobile-ffmpeg: Input #0, mov,mp4,m4a,3gp,3g2,mj2, from '/storage/emulated/0/Movies/raw/20200312_150944.mp4':
07-12 19:37:37.624 12363 12708 I mobile-ffmpeg:   Metadata:
07-12 19:37:37.624 12363 12708 I mobile-ffmpeg:     creation_time   : 
07-12 19:37:37.625 12363 12708 I mobile-ffmpeg: 2020-03-12T04:10:43.000000Z
07-12 19:37:37.625 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.625 12363 12708 I mobile-ffmpeg:     major_brand     : 
07-12 19:37:37.625 12363 12708 I mobile-ffmpeg: mp42
07-12 19:37:37.625 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.625 12363 12708 I mobile-ffmpeg:     minor_version   : 
07-12 19:37:37.625 12363 12708 I mobile-ffmpeg: 1
07-12 19:37:37.625 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.626 12363 12708 I mobile-ffmpeg:     compatible_brands: 
07-12 19:37:37.626 12363 12708 I mobile-ffmpeg: mp42mp42
07-12 19:37:37.626 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.626 12363 12708 I mobile-ffmpeg:   Duration: 
07-12 19:37:37.626 12363 12708 I mobile-ffmpeg: 00:01:00.02
07-12 19:37:37.626 12363 12708 I mobile-ffmpeg: , start: 
07-12 19:37:37.626 12363 12708 I mobile-ffmpeg: 0.000000
07-12 19:37:37.626 12363 12708 I mobile-ffmpeg: , bitrate: 
07-12 19:37:37.627 12363 12708 I mobile-ffmpeg: 9328 kb/s
07-12 19:37:37.627 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.627 12363 12708 I mobile-ffmpeg:     Stream #0:0
07-12 19:37:37.627 12363 12708 I mobile-ffmpeg: (eng)
07-12 19:37:37.627 12363 12708 I mobile-ffmpeg: : Video: h264 (avc1 / 0x31637661), yuvj420p(pc, bt709), 1280x720, 8398 kb/s
07-12 19:37:37.627 12363 12708 I mobile-ffmpeg: , 
07-12 19:37:37.627 12363 12708 I mobile-ffmpeg: 29.97 fps, 
07-12 19:37:37.628 12363 12708 I mobile-ffmpeg: 29.97 tbr, 
07-12 19:37:37.628 12363 12708 I mobile-ffmpeg: 1k tbn, 
07-12 19:37:37.628 12363 12708 I mobile-ffmpeg: 2k tbc
07-12 19:37:37.628 12363 12708 I mobile-ffmpeg:  (default)
07-12 19:37:37.628 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.628 12363 12708 I mobile-ffmpeg:     Metadata:
07-12 19:37:37.628 12363 12708 I mobile-ffmpeg:       creation_time   : 
07-12 19:37:37.628 12363 12708 I mobile-ffmpeg: 2020-03-12T04:10:43.000000Z
07-12 19:37:37.629 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.629 12363 12708 I mobile-ffmpeg:       handler_name    : 
07-12 19:37:37.629 12363 12708 I mobile-ffmpeg: PittaSoft Video Media Handler
07-12 19:37:37.629 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.629 12363 12708 I mobile-ffmpeg:     Stream #0:1
07-12 19:37:37.629 12363 12708 I mobile-ffmpeg: (eng)
07-12 19:37:37.629 12363 12708 I mobile-ffmpeg: : Audio: aac (mp4a / 0x6134706D), 16000 Hz, stereo, fltp, 47 kb/s
07-12 19:37:37.630 12363 12708 I mobile-ffmpeg:  (default)
07-12 19:37:37.630 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.630 12363 12708 I mobile-ffmpeg:     Metadata:
07-12 19:37:37.630 12363 12708 I mobile-ffmpeg:       creation_time   : 
07-12 19:37:37.630 12363 12708 I mobile-ffmpeg: 2020-03-12T04:10:43.000000Z
07-12 19:37:37.630 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.630 12363 12708 I mobile-ffmpeg:       handler_name    : 
07-12 19:37:37.630 12363 12708 I mobile-ffmpeg: PittaSoft Sound Media Handler
07-12 19:37:37.631 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.632 12363 12708 I mobile-ffmpeg: [segment @ 0x93e86c00] Opening '/storage/emulated/0/Movies/segment/20200312_150944/20200312_150944!000.mp4' for writing
07-12 19:37:37.633 12363 12708 I mobile-ffmpeg: Output #0, segment, to '/storage/emulated/0/Movies/segment/20200312_150944/20200312_150944!%03d.mp4':
07-12 19:37:37.633 12363 12708 I mobile-ffmpeg:   Metadata:
07-12 19:37:37.633 12363 12708 I mobile-ffmpeg:     compatible_brands: 
07-12 19:37:37.633 12363 12708 I mobile-ffmpeg: mp42mp42
07-12 19:37:37.634 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.634 12363 12708 I mobile-ffmpeg:     major_brand     : 
07-12 19:37:37.634 12363 12708 I mobile-ffmpeg: mp42
07-12 19:37:37.634 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.634 12363 12708 I mobile-ffmpeg:     minor_version   : 
07-12 19:37:37.634 12363 12708 I mobile-ffmpeg: 1
07-12 19:37:37.634 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.634 12363 12708 I mobile-ffmpeg:     encoder         : 
07-12 19:37:37.635 12363 12708 I mobile-ffmpeg: Lavf58.42.100
07-12 19:37:37.635 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.635 12363 12708 I mobile-ffmpeg:     Stream #0:0
07-12 19:37:37.635 12363 12708 I mobile-ffmpeg: (eng)
07-12 19:37:37.635 12363 12708 I mobile-ffmpeg: : Video: h264 (avc1 / 0x31637661), yuvj420p(pc, bt709), 1280x720, q=2-31, 8398 kb/s
07-12 19:37:37.636 12363 12708 I mobile-ffmpeg: , 
07-12 19:37:37.636 12363 12708 I mobile-ffmpeg: 29.97 fps, 
07-12 19:37:37.636 12363 12708 I mobile-ffmpeg: 29.97 tbr, 
07-12 19:37:37.636 12363 12708 I mobile-ffmpeg: 16k tbn, 
07-12 19:37:37.636 12363 12708 I mobile-ffmpeg: 1k tbc
07-12 19:37:37.637 12363 12708 I mobile-ffmpeg:  (default)
07-12 19:37:37.637 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.637 12363 12708 I mobile-ffmpeg:     Metadata:
07-12 19:37:37.637 12363 12708 I mobile-ffmpeg:       creation_time   : 
07-12 19:37:37.637 12363 12708 I mobile-ffmpeg: 2020-03-12T04:10:43.000000Z
07-12 19:37:37.638 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.638 12363 12708 I mobile-ffmpeg:       handler_name    : 
07-12 19:37:37.638 12363 12708 I mobile-ffmpeg: PittaSoft Video Media Handler
07-12 19:37:37.638 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.638 12363 12708 I mobile-ffmpeg:     Stream #0:1
07-12 19:37:37.638 12363 12708 I mobile-ffmpeg: (eng)
07-12 19:37:37.638 12363 12708 I mobile-ffmpeg: : Audio: aac (mp4a / 0x6134706D), 16000 Hz, stereo, fltp, 47 kb/s
07-12 19:37:37.638 12363 12708 I mobile-ffmpeg:  (default)
07-12 19:37:37.638 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.638 12363 12708 I mobile-ffmpeg:     Metadata:
07-12 19:37:37.638 12363 12708 I mobile-ffmpeg:       creation_time   : 
07-12 19:37:37.638 12363 12708 I mobile-ffmpeg: 2020-03-12T04:10:43.000000Z
07-12 19:37:37.638 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.638 12363 12708 I mobile-ffmpeg:       handler_name    : 
07-12 19:37:37.639 12363 12708 I mobile-ffmpeg: PittaSoft Sound Media Handler
07-12 19:37:37.639 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.639 12363 12708 I mobile-ffmpeg: Stream mapping:
07-12 19:37:37.639 12363 12708 I mobile-ffmpeg:   Stream #0:0 -> #0:0
07-12 19:37:37.639 12363 12708 I mobile-ffmpeg:  (copy)
07-12 19:37:37.639 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.639 12363 12708 I mobile-ffmpeg:   Stream #0:1 -> #0:1
07-12 19:37:37.639 12363 12708 I mobile-ffmpeg:  (copy)
07-12 19:37:37.639 12363 12708 I mobile-ffmpeg: 
07-12 19:37:37.639 12363 12708 I mobile-ffmpeg: Press [q] to stop, [?] for help
07-12 19:37:37.639 12363 12708 I mobile-ffmpeg: frame=    1 fps=0.0 q=-1.0 size=N/A time=00:00:00.00 bitrate=N/A speed=31.5x    
07-12 19:37:37.777 12363 12708 I mobile-ffmpeg: [segment @ 0x93e86c00] Opening '/storage/emulated/0/Movies/segment/20200312_150944/20200312_150944!001.mp4' for writing
07-12 19:37:38.356 12363 12708 I mobile-ffmpeg: [segment @ 0x93e86c00] Opening '/storage/emulated/0/Movies/segment/20200312_150944/20200312_150944!002.mp4' for writing
07-12 19:37:38.356 12363 12708 I mobile-ffmpeg: frame=  964 fps=0.0 q=-1.0 size=N/A time=00:00:32.12 bitrate=N/A speed=44.9x    
07-12 19:37:38.492 12363 12708 I mobile-ffmpeg: [segment @ 0x93e86c00] Opening '/storage/emulated/0/Movies/segment/20200312_150944/20200312_150944!003.mp4' for writing
07-12 19:37:38.595 12363 12708 I mobile-ffmpeg: frame= 1800 fps=0.0 q=-1.0 Lsize=N/A time=00:01:00.02 bitrate=N/A speed=62.6x    
07-12 19:37:38.595 12363 12708 I mobile-ffmpeg: video:61532kB audio:345kB subtitle:0kB other streams:0kB global headers:0kB muxing overhead: 
07-12 19:37:38.596 12363 12708 I mobile-ffmpeg: unknown
07-12 19:37:38.596 12363 12708 I mobile-ffmpeg: 
07-12 19:37:38.598 12363 12654 V FileManager: External storage is readable
07-12 19:37:38.599 12363 12654 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment/20200312_150944
07-12 19:37:38.599 12363 12654 V VideoManager: Retrieving videos from /storage/emulated/0/Movies/segment/20200312_150944
07-12 19:37:38.600 12363 12654 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_150944/20200312_150944!000.mp4
07-12 19:37:38.604 12363 12654 V VideoManager: videoFromCursor
07-12 19:37:38.606 12363 12654 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_150944/20200312_150944!001.mp4
07-12 19:37:38.610 12363 12654 V VideoManager: videoFromCursor
07-12 19:37:38.612 12363 12654 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_150944/20200312_150944!002.mp4
07-12 19:37:38.616 12363 12654 V VideoManager: videoFromCursor
07-12 19:37:38.618 12363 12654 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_150944/20200312_150944!003.mp4
07-12 19:37:38.622 12363 12654 V VideoManager: videoFromCursor
07-12 19:37:38.624 12363 12654 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 19:37:38.625 12363 12654 W NearbyFragment: Sending 20200312_150944!000.mp4 to Galaxy S8 [2802]
07-12 19:37:38.638 12363 12363 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:37:39.629 12363 12654 V DownloadTestVideosTask: Starting DownloadTestVideosTask
07-12 19:37:39.631 12363 12654 V DashDownloadManager: Started downloading: 20200312_151044.mp4
07-12 19:37:42.517 12363 12363 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:37:42.637 12363 12363 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@21136f7)
07-12 19:37:42.638 12363 12363 D NearbyFragment: Endpoint{id=Hqzs, name=Galaxy S8 [2802]} has finished downloading 20200312_150944!000.mp4
07-12 19:37:42.639 12363 12363 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 19:37:42.641 12363 12363 W NearbyFragment: Sending 20200312_150944!001.mp4 to Shark 1S [34d8]
07-12 19:37:42.648 12363 12363 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:37:42.661 12363 12363 V NearbyFragment: Transfer to Endpoint{id=a6Kd, name=Shark 1S [34d8]} complete
07-12 19:37:46.245 12363 12363 V NearbyFragment: Transfer to Endpoint{id=a6Kd, name=Shark 1S [34d8]} complete
07-12 19:37:46.316 12363 12363 D NearbyFragment: onPayloadReceived(endpointId=a6Kd, payload=com.google.android.gms.nearby.connection.Payload@8286882)
07-12 19:37:46.317 12363 12363 D NearbyFragment: Endpoint{id=a6Kd, name=Shark 1S [34d8]} has finished downloading 20200312_150944!001.mp4
07-12 19:37:46.318 12363 12363 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 19:37:46.319 12363 12363 W NearbyFragment: Sending 20200312_150944!002.mp4 to Shark 1S [9c8f]
07-12 19:37:46.329 12363 12363 V NearbyFragment: Transfer to Endpoint{id=b1P0, name=Shark 1S [9c8f]} complete
07-12 19:37:46.357 12363 12363 V NearbyFragment: Transfer to Endpoint{id=a6Kd, name=Shark 1S [34d8]} complete
07-12 19:37:49.551 12363 12363 D NearbyFragment: onPayloadReceived(endpointId=a6Kd, payload=com.google.android.gms.nearby.connection.Payload@fcf83c9)
07-12 19:37:49.551 12363 12363 D NearbyFragment: 20200312_150944!001.mp4 from Endpoint{id=a6Kd, name=Shark 1S [34d8]} contained no activity
07-12 19:37:49.551 12363 12363 V NearbyFragment: Received a segment of 20200312_150944
07-12 19:37:49.552 12363 12363 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 19:37:49.553 12363 12363 W NearbyFragment: Sending 20200312_150944!003.mp4 to Shark 1S [34d8]
07-12 19:37:49.564 12363 12363 V NearbyFragment: Transfer to Endpoint{id=a6Kd, name=Shark 1S [34d8]} complete
07-12 19:37:49.581 12363 12363 V NearbyFragment: Transfer to Endpoint{id=a6Kd, name=Shark 1S [34d8]} complete
07-12 19:37:52.113 12363 12363 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@2a8f0fc)
07-12 19:37:52.113 12363 12363 V NearbyFragment: Started downloading 20200312_150944!000.mp4 from Endpoint{id=Hqzs, name=Galaxy S8 [2802]}
07-12 19:37:52.114 12363 12363 I NearbyFragment: Transfer queue is empty
07-12 19:37:52.119 12363 12363 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:37:52.310 12363 12363 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@a439385)
07-12 19:37:52.569 12363 12363 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:37:52.569 12363 12363 W NearbyFragment: Completed downloading 20200312_150944!000.mp4 from Endpoint{id=Hqzs, name=Galaxy S8 [2802]} in 00.456s
07-12 19:37:52.572 12363 12363 V FileManager: External storage is readable
07-12 19:37:52.573 12363 12363 V FileManager: Created new directory: /storage/emulated/0/Movies/segment-sum/20200312_150944
07-12 19:37:52.654 12363 12363 V NearbyFragment: Received a segment of 20200312_150944
07-12 19:37:53.616 12363 12363 V NearbyFragment: Transfer to Endpoint{id=b1P0, name=Shark 1S [9c8f]} complete
07-12 19:37:53.738 12363 12363 D NearbyFragment: onPayloadReceived(endpointId=b1P0, payload=com.google.android.gms.nearby.connection.Payload@39685da)
07-12 19:37:53.738 12363 12363 D NearbyFragment: Endpoint{id=b1P0, name=Shark 1S [9c8f]} has finished downloading 20200312_150944!002.mp4
07-12 19:37:53.738 12363 12363 I NearbyFragment: Transfer queue is empty
07-12 19:37:53.851 12363 12363 V NearbyFragment: Transfer to Endpoint{id=b1P0, name=Shark 1S [9c8f]} complete
07-12 19:37:56.756 12363 12363 D NearbyFragment: onPayloadReceived(endpointId=b1P0, payload=com.google.android.gms.nearby.connection.Payload@47b9a0b)
07-12 19:37:56.756 12363 12363 D NearbyFragment: 20200312_150944!002.mp4 from Endpoint{id=b1P0, name=Shark 1S [9c8f]} contained no activity
07-12 19:37:56.756 12363 12363 V NearbyFragment: Received a segment of 20200312_150944
07-12 19:37:56.757 12363 12363 I NearbyFragment: Transfer queue is empty
07-12 19:37:56.771 12363 12363 V NearbyFragment: Transfer to Endpoint{id=b1P0, name=Shark 1S [9c8f]} complete
07-12 19:38:00.181 12363 12363 V NearbyFragment: Transfer to Endpoint{id=a6Kd, name=Shark 1S [34d8]} complete
07-12 19:38:00.275 12363 12363 D NearbyFragment: onPayloadReceived(endpointId=a6Kd, payload=com.google.android.gms.nearby.connection.Payload@11220e8)
07-12 19:38:00.275 12363 12363 D NearbyFragment: Endpoint{id=a6Kd, name=Shark 1S [34d8]} has finished downloading 20200312_150944!003.mp4
07-12 19:38:00.276 12363 12363 I NearbyFragment: Transfer queue is empty
07-12 19:38:00.326 12363 12363 V NearbyFragment: Transfer to Endpoint{id=a6Kd, name=Shark 1S [34d8]} complete
07-12 19:38:02.694 12363 12363 D NearbyFragment: onPayloadReceived(endpointId=a6Kd, payload=com.google.android.gms.nearby.connection.Payload@62ee301)
07-12 19:38:02.694 12363 12363 D NearbyFragment: 20200312_150944!003.mp4 from Endpoint{id=a6Kd, name=Shark 1S [34d8]} contained no activity
07-12 19:38:02.695 12363 12363 D NearbyFragment: Received all summarised video segments of 20200312_150944
07-12 19:38:02.701 12363 12363 V FileManager: External storage is readable
07-12 19:38:02.701 12363 12363 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment-sum/20200312_150944
07-12 19:38:02.703 12363 12363 D FfmpegTools: Merging /storage/emulated/0/Movies/summarised/20200312_150944.mp4
07-12 19:38:02.703 12363 12363 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/segment-sum/20200312_150944/20200312_150944!000.mp4
07-12 19:38:02.766 12363 12708 I mobile-ffmpeg: Input #0, mov,mp4,m4a,3gp,3g2,mj2, from '/storage/emulated/0/Movies/segment-sum/20200312_150944/20200312_150944!000.mp4':
07-12 19:38:02.766 12363 12708 I mobile-ffmpeg:   Metadata:
07-12 19:38:02.766 12363 12708 I mobile-ffmpeg:     major_brand     : 
07-12 19:38:02.766 12363 12708 I mobile-ffmpeg: isom
07-12 19:38:02.766 12363 12708 I mobile-ffmpeg: 
07-12 19:38:02.766 12363 12708 I mobile-ffmpeg:     minor_version   : 
07-12 19:38:02.767 12363 12708 I mobile-ffmpeg: 512
07-12 19:38:02.767 12363 12708 I mobile-ffmpeg: 
07-12 19:38:02.767 12363 12708 I mobile-ffmpeg:     compatible_brands: 
07-12 19:38:02.767 12363 12708 I mobile-ffmpeg: isomiso2avc1mp41
07-12 19:38:02.767 12363 12708 I mobile-ffmpeg: 
07-12 19:38:02.767 12363 12708 I mobile-ffmpeg:     encoder         : 
07-12 19:38:02.767 12363 12708 I mobile-ffmpeg: Lavf58.42.100
07-12 19:38:02.767 12363 12708 I mobile-ffmpeg: 
07-12 19:38:02.768 12363 12708 I mobile-ffmpeg:   Duration: 
07-12 19:38:02.768 12363 12708 I mobile-ffmpeg: 00:00:07.07
07-12 19:38:02.768 12363 12708 I mobile-ffmpeg: , start: 
07-12 19:38:02.768 12363 12708 I mobile-ffmpeg: 0.000000
07-12 19:38:02.768 12363 12708 I mobile-ffmpeg: , bitrate: 
07-12 19:38:02.768 12363 12708 I mobile-ffmpeg: 1343 kb/s
07-12 19:38:02.768 12363 12708 I mobile-ffmpeg: 
07-12 19:38:02.769 12363 12708 I mobile-ffmpeg:     Stream #0:0
07-12 19:38:02.769 12363 12708 I mobile-ffmpeg: (und)
07-12 19:38:02.769 12363 12708 I mobile-ffmpeg: : Video: h264 (avc1 / 0x31637661), yuvj420p(pc), 1280x720, 1270 kb/s
07-12 19:38:02.769 12363 12708 I mobile-ffmpeg: , 
07-12 19:38:02.769 12363 12708 I mobile-ffmpeg: 29.97 fps, 
07-12 19:38:02.769 12363 12708 I mobile-ffmpeg: 29.97 tbr, 
07-12 19:38:02.769 12363 12708 I mobile-ffmpeg: 30k tbn, 
07-12 19:38:02.770 12363 12708 I mobile-ffmpeg: 59.94 tbc
07-12 19:38:02.770 12363 12708 I mobile-ffmpeg:  (default)
07-12 19:38:02.770 12363 12708 I mobile-ffmpeg: 
07-12 19:38:02.770 12363 12708 I mobile-ffmpeg:     Metadata:
07-12 19:38:02.770 12363 12708 I mobile-ffmpeg:       handler_name    : 
07-12 19:38:02.771 12363 12708 I mobile-ffmpeg: VideoHandler
07-12 19:38:02.776 12363 12708 I mobile-ffmpeg: 
07-12 19:38:02.776 12363 12708 I mobile-ffmpeg:     Stream #0:1
07-12 19:38:02.776 12363 12708 I mobile-ffmpeg: (und)
07-12 19:38:02.776 12363 12708 I mobile-ffmpeg: : Audio: aac (mp4a / 0x6134706D), 16000 Hz, stereo, fltp, 78 kb/s
07-12 19:38:02.776 12363 12708 I mobile-ffmpeg:  (default)
